cliente_id,nombre,apellido,email,telefono,ciudad,pais,segmento,fecha_registro,fecha_consentimiento,activo,data_owner,clasificacion_dato
CLI-00156,fd3d584ddce8b9a996ca2c762351134cc7a5e8fbc0baf4ede2f1e1b4115d90e6,325a769b558828f73beb63e2951c3e538bc241e78a9603f2ca01c5fa4db1d8b0,b85c36ff1cf3a8b4d3b4c8dc7876ca84d7c3014f695d03648f407301fced21f7,+56********9257,La Tebaida,Chile,B2C,2023-11-14,2023-11-18,True,marketing@retailtech.co,confidencial
CLI-00157,192c33caac3d89ed647f6dc54419161c2bbf4b57d12bb8c546e41d6448597571,eea301f67fa5bb4837d5f22d99ad5e45cd9102b2887922f751e69b85e8cc2dd7,4796375c0ca7538ff183d1ccbe4ecb2b4d8c3a2c1be4387c1c1fa98f674876cf,+57******1093,Manizales,Colombia,B2C,2024-10-23,2024-10-28,False,crm@retailtech.co,confidencial
CLI-00158,7741f6e727bece879123fd42f0e3fcc085d70d19671b30785bef64a995b810d0,ed3d1f9c41d9490eb71b31ac9a66d03b74112e2a5dfd7a8b0ee58eebed35a44b,6be980a22d8ef9b223580659662a8cef0cee57de584ec504a458f1b32f82470d,+57******3929,Santuario,Colombia,Inactivo,2023-07-16,2023-07-17,True,marketing@retailtech.co,confidencial
CLI-00159,0f83de146cdf1f860db9e1173aa734f43ca0c61374e5b8ed650ec4dcf86c5512,92cf7b38d57db590920ba691ab3992c61e43595a5f73a9c56e86d3f32f132e43,6cbe31675524082665117f419bae58acd25b50581f601d07e3fc8bea38e1c2d8,+52******4206,Tauramena,México,Premium,2024-11-08,2024-11-10,True,marketing@retailtech.co,confidencial
CLI-00160,79063e8037fff16d297a1fe65136f1251126cddb2cc9870ecf8d653835538e85,76c467c97c151dc4921aa2006d6b309be455c2ee384005c1c790f796b58b29f9,7cf2e98355594a24b52de2b6f76d021ab711db62404924085d267ea580207d3b,+52********0557,Chía,México,B2C,2024-03-24,2024-03-24,True,crm@retailtech.co,confidencial
CLI-00161,73f1a12e114d40e58e6b1013a3915423dfa0d06541a1b52283d9e05d474c14e9,fb634ef0d2486a4b01b7cac921f9bc168b3da91e97538dbbaf5029ea615e3f75,daa63b647234bb68fc788b404454405deb1aed9d68ca73d6aea6e6a18d28c8c0,+57******5519,Iza,Ecuador,B2C,2023-08-28,2023-09-01,True,crm@retailtech.co,confidencial
CLI-00162,2e305924ce164d7470841eb8115818473781dd8620b16a947677b88b6cf1c3de,a2aa689707f73e7f405c1de4907301726830654df64c53d8cfaa1abf2d23c501,82e11af48421da4f2137adbff2675802cfeaff222027804307dbc3714a9a2678,+57******7588,El Paujíl,Colombia,Premium,2024-04-17,2024-04-19,True,crm@retailtech.co,confidencial
CLI-00163,cca457407f24b80c72d89dd061837112cb99a0aa050c155514b320b7aaffe95c,9a8b3be6af2a6027774460d1a7e60e1018009e44adfd69c2506cfd83c337870e,b3f99af1f98f8f99b06aa6fd3749ed6216360225d24c8edd551ca29aeaf58a31,+57******7878,Nuquí,Colombia,B2C,2023-02-23,2023-02-28,True,marketing@retailtech.co,confidencial
CLI-00164,de0de82ac6a33803004cdc6d74a8a99cd379a5e05cd9e8aa164c456d1b1b6158,9f7301204df764b1ed12e5005b3f49db3956cb867e4b6d27799eb8675f5e7cca,3d8e300854e14f35259f35dd00820e3d0dbb6bf4838a71942e476353fcdd3fc5,+57******5595,Pelaya,Colombia,B2C,2023-06-14,2023-06-16,True,crm@retailtech.co,confidencial
CLI-00165,60dfbcdd2390763a3cd96f39628b3f791a1f5188d15c7ad5f64405379f00b60a,626b208a365327e7ecd6ad5af2f39c8d08c2ad85a264bd0006450c4d034ba740,a89c4fdcc59716d493d513e950b7ab508ebbf67e3db02ff0b87ced096e59c2a3,+57******1504,Nocaima,Colombia,B2C,2023-01-28,2023-01-31,True,marketing@retailtech.co,confidencial
CLI-00166,aec70b6af7d213ba80c2297dfb51df4700d03d33e5846f3aa44f13142980e77f,46f4739ad7e1f5bf49e010be3c0a2e1da5b06f29f362f19362f6a510f7928fb7,5b606f971ed2f19f65da9b939352e33c15c372955db65d8a69868ceff1fe999a,+57******7113,Margarita,Colombia,Premium,2024-10-27,2024-10-29,True,crm@retailtech.co,confidencial
CLI-00167,7ca840127ca5a1264a588d4da8c0aa751780f33d73db484fe9251d68c60f5427,472b12536fa561110276999950d46365f35d375c73f8e9617de0ec13762463a5,15b7063f6e7b71aaa117a34a72c14997632cb7b3a210352b2b494955fbb936b0,+57******3241,Cumbitara,Colombia,B2C,2024-04-04,2024-04-08,True,crm@retailtech.co,confidencial
CLI-00168,67daae98ed0c612857a716202f463356ffcf1a018ce140ab4a4bebc8eb274e6d,21522519fedf0f26620779ec6ced100ce57ae04362b068dc46e32041b85f7686,0972b64ab0c2a42a74132af7b1fd606ca68729fc92b565cdf1e098f1ddec24dc,+57******9115,Argelia,Colombia,B2C,2023-04-24,2023-04-26,True,crm@retailtech.co,confidencial
CLI-00169,8d3e0bf685d077784de23e1c217de5c5d8da4c0200d7c86df6ff607d9cbc6959,1a4407426aedaa2353e87485da74415ed50df0e4a05c93342825f6627e29e691,c803a53c273d7dc20a1df25fbc52e74bb4844297ea2358e67b84bcf5a38ad998,+57***6094,Sonsón,Colombia,B2C,2024-09-03,2024-09-07,True,marketing@retailtech.co,confidencial
CLI-00170,d994e1d001886fe5b45b1267bd1fa2b752ac50742579bd3dad7b2a2aa0ed6866,325a769b558828f73beb63e2951c3e538bc241e78a9603f2ca01c5fa4db1d8b0,f54740cc974eac3b2e8e2183eac8cd3cec749b2d2d9aa8b56c1c00e833e50900,+52********8570,Arauca,México,B2C,2024-08-07,2024-08-10,True,marketing@retailtech.co,confidencial
CLI-00171,67daae98ed0c612857a716202f463356ffcf1a018ce140ab4a4bebc8eb274e6d,e97ad92640f905b114b31925194b32e68dba2c9a8e7bb2a9e6323020d11995b6,95ce1cf95be7bca65b9cc2cdd366a3e9d8e77436417c5afad29dd07f696a258b,+57******2385,Sabanas de San Ángel,Colombia,B2C,2024-02-04,2024-02-07,True,marketing@retailtech.co,confidencial
CLI-00172,8d3e0bf685d077784de23e1c217de5c5d8da4c0200d7c86df6ff607d9cbc6959,a1c810df674eac9252a05a22be13292467af9297ebe7bc25db434a43018ca7c3,b7c9c7970e741700e71b5b891655b07467ca00e531db31f8571afcc3c0d340c9,+57******2887,San Pedro de los Milagros,Colombia,B2C,2024-11-03,2024-11-08,True,marketing@retailtech.co,confidencial
CLI-00173,bd4f3657623653fa05c9d213ce80b3c037843f3db74b77e423931ef0adf295ec,35ede0058a578a8ed050bc5cb42df09ca7274c3b4d6e82956db4749f8c78e59a,5375694028e8c7ba1a9a735ff87e026b328bc23d90b478c81c6267bd0c756bbd,+57******5597,Río Viejo,Colombia,Inactivo,2024-12-02,2024-12-05,False,marketing@retailtech.co,confidencial
CLI-00175,919e680ee460849a74a82614de062bfbbac76bc98a2f692952b5fcb6364e598b,3d2ec02be68ab2dd89015fc17e622a497ef26a9a5213db7ddc6cc05e2b269503,a02f84c3e2cb470a307eef2a46377b8144cfdf9e2f39d09514d30d0e76d978a9,+57******2383,Chita,Colombia,Premium,2023-09-17,2023-09-17,True,marketing@retailtech.co,confidencial
CLI-00176,f3c2ce176290b0c384cb4881eb714f2db58f630c33863d91c9bedf58d36007db,01cb5c9a4afa48fb74a0eca872b6085c00916eca09a7f35b23163d434da48280,577494419408954cb79f204a28066854d971c8b11ce0a45b9159c44dae539a47,+52********8351,Bagadó,México,Premium,2024-01-12,2024-01-15,True,crm@retailtech.co,confidencial
CLI-00177,40405cea63a5d1dab41687864dbd8dfc4daf4f00d08d8921c597afbfe664b4db,c179d83e546ff2d2b0677dd1e4b3fd4739e799915aa009715ea052c515654ebc,b2c6cadb84f52212edca82401e5e1da903610d7a375e23cafca30b957196dac8,+57******1923,Urrao,Colombia,B2C,2024-01-12,2024-01-16,True,crm@retailtech.co,confidencial
CLI-00178,c5ff177a86e82441f93e3772da700d5f6838157fa1bfdc0bb689d7f7e55e7aba,ee9b4b880a23350b2364a97b5bac84cdf17636f1997fbee4ce5e1a78d032b508,9a5d34eaf3c27134b24a9ae7d50b7a06d38b7d4e2b6e1bdb557ad0897386d2c3,+52********9445,Zarzal,México,B2C,2023-11-25,2023-11-25,True,crm@retailtech.co,confidencial
CLI-00179,40d236178db3241e3b2915b5045069ccc79dd52450be4cc20c662f90b04b2a5a,c7e52d8590eaed2bc3558eacd21b5ed7d1ac0770507440f8bc2748308090bc77,9afa61bda340e5582c8a44af784e738687af8b4d71a9fd32386907cbf653b7a5,+54********5046,Arboletes,Argentina,Premium,2024-04-02,2024-04-02,True,marketing@retailtech.co,confidencial
CLI-00180,ed08c290d7e22f7bb324b15cbadce35b0b348564fd2d5f95752388d86d71bcca,eda06e5e9f54890e4c81e034081887a708f66c0fdbbfbd17c1356bf4e57835f9,5911c09c5f662e4445d1ee50536e05e2ca5da08dc895321a270675c0d6b1b881,+57******3480,Convención,Colombia,B2B,2023-03-18,2023-03-23,True,crm@retailtech.co,confidencial
CLI-00181,7b85175b455060e3237e925f023053ca9515e8682a83c8b09911c724a1f8b75f,df835dcf8d6c492c3d340604b9e58d8603d98cd5f90e754a3a85cf174488e17d,331fb5f8edd5f44bd2410f347b8414818fb3ad8ab547b12ed3168fbc4ae6e337,+56********5348,Amalfi,Chile,B2C,2023-02-05,2023-02-06,True,crm@retailtech.co,confidencial
CLI-00182,ec24c54f23e434f872989a88d9d1cf2323358224aebf2eacfcc348503a73226c,6518e9213ceebb754023091cda1356a7c74ebd76eeb69bb0a9e317301b179b12,021517e25f1306a7c8825520ade4cc563f10af37d2d1e16804631e275f166f86,+57***2396,Sopó,Colombia,B2C,2024-01-15,2024-01-17,True,marketing@retailtech.co,confidencial
CLI-00183,d1d224cbc2bd230a175d9fd76981291e2b2de2b8a09da3210f87a4ddb1099450,35084a43186b4fedc5e25bd31e4fbc48fdea4e8576b0d5ca34b59782e1a2cc2f,37a12345be9854cd05289da4ed5918c435c0f83ffeb9f63bb0aa3f8456d56a97,+57******7692,Tauramena,Colombia,B2C,2023-01-27,2023-02-01,True,marketing@retailtech.co,confidencial
CLI-00184,edd82ab3ecfe1ad7550fb74d2ae00211f13eb3bb9ef2d3030a16012854c7742a,4d45fc3794ac40e88f8251c08c62e2985aae539b3aa8dc524bd883e2646a5f6e,4a03e13a5a97d14a6705d03bd30dbb446b571d164c5e039da311ce3d498973fb,+57******0091,Vergara,Ecuador,B2B,2024-09-18,2024-09-20,True,crm@retailtech.co,confidencial
CLI-00185,bd4f3657623653fa05c9d213ce80b3c037843f3db74b77e423931ef0adf295ec,a85c7854774770a1b15b93b9bfb6de6464f9077f76889dcd296c5af87d0a022f,6be0bf2862e47189e9bf69d4fceadf9137be455832d05b22c0c9adb0add5ba07,+57******1821,Albania,Ecuador,Inactivo,2023-03-31,2023-04-05,True,crm@retailtech.co,confidencial
CLI-00186,dad3f3ac93da221c4a79db5342325ddbe308cb32d840cd59e562fd5c2a5c7700,8e88535a5da3f7896f4feb02bff65c3934b6b8df4f43a57787a34a644ea65d49,9d81198f31633c29fa5f1b3eb5c3b4b0f0b15c22a3f74788c7299905e8ba9b3c,+52********5772,Monterrey,México,Premium,2023-06-11,2023-06-16,False,marketing@retailtech.co,confidencial
CLI-00187,919e680ee460849a74a82614de062bfbbac76bc98a2f692952b5fcb6364e598b,4d45fc3794ac40e88f8251c08c62e2985aae539b3aa8dc524bd883e2646a5f6e,e310847e071a36df591b7fb52795108dc26c928c8bd5086fdbf8f0181f72f649,+57******6960,Valle del Guamuez,Colombia,B2C,2023-08-31,2023-09-03,True,marketing@retailtech.co,confidencial
CLI-00188,4733f0b0ddd035942d0ef395e9c62c36de882a66f2917f1d8c072cc9470bb2e9,a85c7854774770a1b15b93b9bfb6de6464f9077f76889dcd296c5af87d0a022f,aa2698b6d5283bbcb12baf2bec6965509d1e7eb34a101191e7d2c76546ccbccb,+52********0535,Chía,México,B2C,2023-03-09,2023-03-11,True,marketing@retailtech.co,confidencial
CLI-00189,8fd5aa56db072339f93c06682e622708f400c95acb69240be939f64621b46f50,7fac0d0407d163311247ad4e99c8a02cda51b32a7d544507e1e4873c7e1befaf,747809a2a0a6cda4abe58036e26d31cebe2b2433a8fc428e0e5763bcea7ec92c,+57******5087,Cepitá,Colombia,B2C,2023-11-21,2023-11-26,True,marketing@retailtech.co,confidencial
CLI-00190,1a6c9a4f411b12708e1ba1dafe873c1ab93ff547503c6f307e6ac0515038b6a9,917ddcc55b0f48eb7dd9e455dc147c8f9eb3bde244acc2eaeea12839d2c9a8eb,2ed4b7a7912cb3365ce7ef4eca9b9f116d5dd5c8fc8ad78bb29c296418a1ac3e,+57******9742,Cubará,Perú,B2B,2023-05-13,2023-05-16,True,marketing@retailtech.co,confidencial
CLI-00191,acde71f9580d4308b508d2f078ae3d7bf0a891e56b288bb400536a1c727c1a23,ee06cb49cd6093284e30c7756c743614e4db3fb0bda47bb3476bd7a1acdf5b3b,11b8f74e684bff0fbafc1c18d618b8acba8c9da4095be6c12bfb281e8bfae7ba,+57******0309,Ancuya,Perú,Premium,2023-12-21,2023-12-25,True,crm@retailtech.co,confidencial
CLI-00192,f0413c9e96e3c733ee14dbfa187f7ae52c29971545e8996da6d0618f71cdd54b,ad321a21e537233f2cf61e749c48dba9461f84dec289e418ab8f9d73d6c83125,44a9f94849865479ef17374c2d029e839a3865207b3049fc07314925150fc9b3,+52********0458,Socotá,México,B2C,2024-09-21,2024-09-25,True,crm@retailtech.co,confidencial
CLI-00194,00e48a815525529ba9d33f8761a167588fe00c47bc82f515cf791c482ed99ecc,161a2bbf67036e9e2ef19db1ea5c2cb238205bd5e2a95af43ad8747cc7d4bd2f,2861c4eb23eb9fe5cc1ff8690bf5521b6d2e6e6c990b11298e758610e8f7ccbc,+30****5600,Ramiriquí,Perú,B2C,2024-09-24,2024-09-29,True,crm@retailtech.co,confidencial
CLI-00195,91f51a111b38aa1750d07c04858f9e707e8bbd3ba56a6a4b8019d04101fe1112,494f568dfe19af73bbd45f33519e4a8f5e6114e82b5068d92ebbeb86b0a99313,6a7f1dd95baab0b4e574b29e3c67bdc5424c510839f946d0403fe01b9443e608,+57******9183,Santa Rosa de Cabal,Colombia,B2C,2023-11-01,2023-11-04,True,crm@retailtech.co,confidencial
CLI-00196,263df4565e2ff1a307063e087e68d88190ad01ae3dbb164aa1e8ec6781b9fd26,55b83fc7de329edefe20844f5dde5413b5ed0876a8adfdbcf931ce12645becb4,7f442b7695c7ca4596f647ea54d7b7d83c1fb89387e997e7dcc116f629fb3030,+57***0975,Guacamayas,Colombia,Inactivo,2023-11-23,2023-11-28,True,marketing@retailtech.co,confidencial
CLI-00197,67c888af8ad80f0232832431fb0bbb478f12740ff8b451d8d4ce0238a2d8b63a,35ede0058a578a8ed050bc5cb42df09ca7274c3b4d6e82956db4749f8c78e59a,84796867e2d84b5096def60987bb313a61309be38f59faa8c2f5bb7b4374aa21,+57******4488,Sipí,Colombia,B2C,2024-04-22,2024-04-22,True,marketing@retailtech.co,confidencial
CLI-00198,96d9632f363564cc3032521409cf22a852f2032eec099ed5967c0d000cec607a,39f15a024ef0ff8ab2f2bf8985fdc7d9905a7049973c913853cbbc306ee1ce63,2c766e41bd8999feee277566aa51c038bad8e1e320464b6b25db138d82168dca,+52********5568,Paz de Río,México,Inactivo,2023-06-13,2023-06-15,True,crm@retailtech.co,confidencial
CLI-00199,8849853b957fe153b7056d0e7d65f99fb21070daf5122ddf1d7c942d4643c33d,4dd1d4d99d1a1357bd8cef658d5c327114713b75e9cab8c89c0d43ae34fdb921,1ef7f7224f43682674dc719a69c6619a762a5b8493bcc0391315856839c7bdb6,+57******3578,El Calvario,Colombia,B2C,2024-05-24,2024-05-24,True,crm@retailtech.co,confidencial
CLI-00200,0f83de146cdf1f860db9e1173aa734f43ca0c61374e5b8ed650ec4dcf86c5512,8ba35ebe3d5c74320285c75c019a06197837d4b53ea93a3f6834d725be957117,510fa094ee5793810231b6fbde0095ca1d3eaa9ed019c9b212727ad6b95cc814,+52********9743,San Diego,México,Premium,2024-05-21,2024-05-25,True,crm@retailtech.co,confidencial
CLI-00201,24d4b96f58da6d4a8512313bbd02a28ebf0ca95dec6e4c86ef78ce7f01e788ac,52d9b9e951a8159bc3aae830035dfc293f68aea39b591ea2a9b8a72c059e00c6,89309999b5df5885e555f48ac33b77c68285f3036df227c9e7a2e1a844349a36,+57******1364,Purificación,Colombia,B2C,2024-01-10,2024-01-13,True,crm@retailtech.co,confidencial
CLI-00202,0f1324de378fb2e399bc66843abb736ca47eb638b6a05bacb23a82efb5ffd62b,12d3a199caf6945263630c066c19c37c0cac649b16fd94e321a2df1b3abba4ff,7fe0813fd58c4c896b54e4d2befabe251a7bfddc00fda2497152ea33f9194a64,+52********0979,Villagarzón,México,Premium,2024-07-17,2024-07-19,True,crm@retailtech.co,confidencial
CLI-00203,7dbef27a673fea6454664f4fbe9685f3bc3cf1813eea89267bc99641e4d59517,9f098d438465365bb378ce7ac82960b5b8bfa15b6a93f73ea1b2b4442571b574,8ae4286bcf6d7c2b259a8f5536ad7a67295c713900cc80a5ef9218744b20ac51,+57******0290,Villahermosa,Colombia,Premium,2024-07-25,2024-07-27,True,crm@retailtech.co,confidencial
CLI-00204,7b85175b455060e3237e925f023053ca9515e8682a83c8b09911c724a1f8b75f,d6108ffef03cf18f9cee2f691c4eb52ac74432f0d12e04497312032c10d9f273,880a4fd76a6547ab32f8fa932701ec5cbebc241b7d638482cd85bc2bfc95c66e,+52********4817,Santo Tomás,México,B2C,2024-04-30,2024-05-04,True,crm@retailtech.co,confidencial
CLI-00205,c7e52d8590eaed2bc3558eacd21b5ed7d1ac0770507440f8bc2748308090bc77,a00d480da8e9710a98d5b3acf6c707c5128ca6c56f900a0fcb2747856df0ab9d,e6181062fd30566efe55b317be53ebc4e5288699b5869fd423f601f809c8952a,+57******8348,Taminango,Colombia,B2B,2024-08-30,2024-09-01,True,crm@retailtech.co,confidencial
CLI-00206,a5d5c80011ed10f36d90316f3ee039003d4d47f911267fa52232f783ff39f4cd,bfecdc74166b4c2ed23e34bfd5abd2d3586a0622b1f48eeaac1b9f945b5cb471,01158f3d6107219854dc0ddb69de0dd6d6c8f6c83063a97056bbbee95d6f5e5e,+57******7301,Puerto Guzmán,Colombia,Inactivo,2024-11-20,2024-11-20,True,crm@retailtech.co,confidencial
CLI-00207,8ba3bc085c47dfc1dfc44659263116883b47b4afcac818777c5e47d17d6258ee,d5ac0503d1b20ba8aaa93d0e028c9629fd43e47569b51b43ed1261b474934b9f,0613216bfa293e35c123d21c9d0f233427e32d7f231ef7173a18c3ea7ba67309,+56********1617,Villapinzón,Chile,Premium,2023-09-29,2023-10-04,True,crm@retailtech.co,confidencial
CLI-00208,4ff4c0d2f320990e90d127e8b98431e844c6097a39c4248824f85be2c80d5ac3,eea301f67fa5bb4837d5f22d99ad5e45cd9102b2887922f751e69b85e8cc2dd7,b120fb600cbc686691e0da342e92d515e6112310a868b5989c77e4cbf00cfcb8,+57******7971,Totoró,Colombia,B2C,2023-06-01,2023-06-06,True,crm@retailtech.co,confidencial
CLI-00209,a9010fd21a93c687b3c4c506313993b5a2ade87b719d09792b120a27b852f749,eda7a59466adce3a5349eaac69812f703155f2c8f37b10146a334281977f61a0,6687218efe65c0166dcb831700c240d353bc0e02002bfa4a7dcdf388f291e832,+56***1657,Herveo,Chile,B2C,2024-12-08,2024-12-09,True,marketing@retailtech.co,confidencial
CLI-00210,d994e1d001886fe5b45b1267bd1fa2b752ac50742579bd3dad7b2a2aa0ed6866,cc505d3f030573e25853fea5a7bb4605722b3d14e0fabd615e09627d07f02301,39b3e927f4e335a6df325eed5c464a050741a60b0b7d5f1f2f1dde43973f45d0,+57******3786,El Carmen de Atrato,Ecuador,B2B,2024-06-15,2024-06-16,True,crm@retailtech.co,confidencial
CLI-00211,0f83de146cdf1f860db9e1173aa734f43ca0c61374e5b8ed650ec4dcf86c5512,21522519fedf0f26620779ec6ced100ce57ae04362b068dc46e32041b85f7686,63d5f400f9103ff81bbf0f321c998dde4d6cd99e08b4e6f537d577dff4dd9d13,+57******6429,Providencia,Perú,B2B,2024-07-13,2024-07-15,True,marketing@retailtech.co,confidencial
CLI-00212,1f64faf96f1f6951c75fad5adc73ad03c59aefeb0f44052c07482a9a0c95622d,ea422b6b60f9dc0786c4dfff2d6e20b4b7c30f305112cd1bcf059cdf1a1dd814,7d2985c2092f8d10cd5c4f4b86e082d571347184efed8dd4632154978eaa0a03,+54******8433,Andalucía,Argentina,B2C,2023-10-13,2023-10-17,True,crm@retailtech.co,confidencial
CLI-00213,c80194cefba53b4a38d06e32f555e1c745038550992744a876ffbe495f4f93e1,6518e9213ceebb754023091cda1356a7c74ebd76eeb69bb0a9e317301b179b12,de7ed45e9c8e5af91895f873807947d13c31f67f8ec2684b544f9f99593e0ca9,+54***3654,Suaza,Argentina,B2C,2023-11-21,2023-11-24,True,crm@retailtech.co,confidencial
CLI-00214,ad962cb9ef0233ed7325c2d814b47835e4751b63326a46abfe759de88ffbbd3e,515ae95bd32eb0b35b8d86abd2f29db7b17ff926b522d3f7252ac9d67bdd0ea1,36b091d429761090fa872335d3bda4b7d434d152ec9ef7550a7e3db80ad29f3b,+56******8150,Landázuri,Chile,Inactivo,2024-02-09,2024-02-11,True,crm@retailtech.co,confidencial
CLI-00215,c5ff177a86e82441f93e3772da700d5f6838157fa1bfdc0bb689d7f7e55e7aba,f144a6907dc4284d1f9fe6a7d9b9ff53c02c1d07ba68f24d413d7ff7f757a782,151f6ebd071b64e13c9cbd7b2cb36123b4ffc8e29b4c34e227d13b80d6020d5e,+57******2268,Rivera,Colombia,Premium,2024-11-02,2024-11-04,True,marketing@retailtech.co,confidencial
CLI-00216,c7e52d8590eaed2bc3558eacd21b5ed7d1ac0770507440f8bc2748308090bc77,46a1e4e45a0ce8b02b55cdbca7bae74ddfc092ba3dcce1deef937be81cb824ab,4c5978555cac618dafe4229fbb72ae4a6c776c57ba6a6b14cbb8f85673b04f4c,+57******0483,Tunja,Colombia,B2B,2024-09-22,2024-09-27,True,crm@retailtech.co,confidencial
CLI-00217,ed08c290d7e22f7bb324b15cbadce35b0b348564fd2d5f95752388d86d71bcca,55b83fc7de329edefe20844f5dde5413b5ed0876a8adfdbcf931ce12645becb4,05d521b6c96addbbcad397ee38621a5b43de8166d7e702bac19f8ee97a907150,+52********8746,La Argentina,México,B2C,2023-12-05,2023-12-10,True,crm@retailtech.co,confidencial
CLI-00218,edd82ab3ecfe1ad7550fb74d2ae00211f13eb3bb9ef2d3030a16012854c7742a,d4489cfb33b32e6a1ee56d4509a81efcd49d6111a80a7314dad637b89bff1783,7c48102fb9e93d35d23e15babfeecb0ec22f51179b4b73a96cfeef45f67fc81d,+57******6547,El Santuario,Ecuador,B2C,2024-05-03,2024-05-08,True,marketing@retailtech.co,confidencial
CLI-00219,173b7b3ee01aafddf73b807206f36da68bfac1b2e8a4dc64cb1f117b28490bb7,9f6bc8928f9f2ae4e20e02fddd25d5a5cd8aa57ecc7681cf1911f92d84359648,09ddcbb151d1157b335917e4a6de8f15cf6567484bbf7f0726150187f3ffcd51,+54********5067,Villarrica,Argentina,Premium,2024-07-01,2024-07-06,True,marketing@retailtech.co,confidencial
CLI-00220,d994e1d001886fe5b45b1267bd1fa2b752ac50742579bd3dad7b2a2aa0ed6866,d5ac0503d1b20ba8aaa93d0e028c9629fd43e47569b51b43ed1261b474934b9f,81afc6e4038e908ce83d03025d70cb13794d1f383754167f2a012dc9fae85bd3,+52********0033,Sucre,México,B2C,2024-02-11,2024-02-14,True,marketing@retailtech.co,confidencial
CLI-00221,069fca009882e13e01c6b0559c9b14a4337c4495f83fd720965ec80f0770a699,b6e81b71ac210e45b216fccb3302f1ebc798947ba9ddca6b83ed1ddc63b2ff70,2a528e0b96e525c31bfbdb97166b91133e641733ca9ca8c7a8d2ab049bc39b71,+52******2495,Belén,México,B2C,2023-12-10,2023-12-12,True,crm@retailtech.co,confidencial
CLI-00222,668e2b73ac556a2f051304702da290160b29bad3392ddcc72074fefbee80c55a,6664626421c358addba7ee25f95929412c1b473786c89c9c886eb197689da6d6,031db6f34ec6b280d19952fca276091e91176fba00f7ea90023f5c2d645cded6,+52********7300,,México,B2C,2023-07-17,2023-07-17,True,crm@retailtech.co,confidencial
CLI-00223,edd82ab3ecfe1ad7550fb74d2ae00211f13eb3bb9ef2d3030a16012854c7742a,02403d3639a9eb39fb53a99a96343ef214450d015290f8d0a24d0f1bd2650df0,718f7849642b66b59630dd601c7df9ec038ef76b0370fefff2781ff894fdd280,+57******6631,Bucaramanga,Colombia,Premium,2024-08-04,2024-08-09,True,marketing@retailtech.co,confidencial
CLI-00224,84e34ea181b0db7279c736d1bc9a5dd3af004a4629c42b5f80c057d561d7386b,8dea754fcbfa795e21644639fd845ca4522f0ca233fda109968b45b5bd7b2d8b,db5fc6e8bc400330749d8f310d8031707040bda4606cba35928bc16d6f882104,+60****2893,,Ecuador,B2C,2024-02-15,2024-02-20,True,crm@retailtech.co,confidencial
CLI-00226,88527159d4528d02e96a078eb0f83a2269bc9974faaf864f8fcf182acf926c95,325a769b558828f73beb63e2951c3e538bc241e78a9603f2ca01c5fa4db1d8b0,8288bbe34b5e97814009c86b440caecd1ebe81344e9f4c39c767da330074d737,+52********7497,Paz de Río,México,B2C,2024-04-21,2024-04-23,True,crm@retailtech.co,confidencial
CLI-00227,c5ff177a86e82441f93e3772da700d5f6838157fa1bfdc0bb689d7f7e55e7aba,013b779d6383f628be6c2ac23905eb97e9b7c04aaef51f4d61c0ac55c40d2ea2,afb0e5d167a7e15b1419f7a06abf200dc06a0fcebf99e81a814b1a03ce921e5e,+54******0049,Palermo,Argentina,B2C,2024-01-12,2024-01-16,True,crm@retailtech.co,confidencial
CLI-00228,46ef0cc3d564319ee50375e373c25d8ed7ab1b3505eb6f93f21ded0086d58108,79aaae50f5e4f0fe38babd1a659b783d688c6e9c8153d32f7adb600beb959a3d,ecbb230ca27c4e9fb45bda1766e9dd95b3ac8e4d860ccfdc05a5343db607b215,+56******9023,Aguadas,Chile,Premium,2024-07-04,2024-07-09,True,crm@retailtech.co,confidencial
CLI-00229,acde71f9580d4308b508d2f078ae3d7bf0a891e56b288bb400536a1c727c1a23,626b208a365327e7ecd6ad5af2f39c8d08c2ad85a264bd0006450c4d034ba740,26d67574ff028c6aba025b62863b77bcb624bed6e3bae04652a623cc45d70448,+56********1925,Betania,Chile,B2C,2023-03-21,2023-03-25,True,crm@retailtech.co,confidencial
CLI-00230,49547872a664dd8e63283cdd747e9682229880a9111aaaa9a397c0458bbb0ae6,4e5f6ec2f73565b3a205fafff74e26bfebfe42bf6b198ffbc68fd8501c1d871d,b7cb858bd54b84ad1dcb6502a9c12b53e421da4e2ae3f026dd0a2e62a0633793,+57******2767,Juan de Acosta,Colombia,B2C,2023-04-30,2023-05-05,True,crm@retailtech.co,confidencial
CLI-00231,c8f273d6691cada05da589e7032c4bd40ab1f85a4d48d786a3f63f14faef0f92,1ede960ebbb5dadbac573858b2e33b37e7fee696f89515fa27080d47e120be83,23b67ebf168d42488ce22fb915214ad656a4ab59bfaf50af8b2d5b7537716870,+57******0879,Ocaña,Colombia,B2C,2024-04-12,2024-04-16,True,marketing@retailtech.co,confidencial
CLI-00232,7b85175b455060e3237e925f023053ca9515e8682a83c8b09911c724a1f8b75f,4d45fc3794ac40e88f8251c08c62e2985aae539b3aa8dc524bd883e2646a5f6e,e6a6f91e31875cba83115ddbf2494a87771a989b5efb41bdecb9da6555ac6a4e,+57******4438,San Bernardo,Colombia,B2C,2024-08-15,2024-08-15,True,crm@retailtech.co,confidencial
